query_player,relevant_player,rank,top_1_player,top_5_players,query_text
Samuel Edozie,Samuel Edozie,1,Samuel Edozie,Samuel Edozie | Samuel Edozie | Samuel Amo-Ameyaw | Ronnie Edwards | Rodrigo Abajas,"Samuel Edozie is a ENG football player who plays for Southampton as a defender, forward (DF,FW). Age: 21 Born: 2003. Attacking output: goals 0, assists 0, expected_goals 0.0, expected_assists 0.1, non_penalty_expected_goals 0.0, expected_goal_involvements 0.14. Progression: progressive_carries 6, progressive_passes 4, progressive_receptions 23. Usage: matches_played 2, starts 0, minutes_played 65, full_match_equivalents 0.7. Discipline: yellow_cards 1, red_cards 0."
Ronnie Edwards,Ronnie Edwards,1,Ronnie Edwards,Ronnie Edwards | Samuel Edozie | Samuel Amo-Ameyaw | Charlie Taylor | Loïc Mesanvi,"Ronnie Edwards is a ENG football player who plays for Southampton as a defender (DF). Age: 21 Born: 2003. Attacking output: goals 0, assists 0, expected_goals 0.0, expected_assists 0.0, non_penalty_expected_goals 0.0, expected_goal_involvements 0.0. Progression: progressive_carries 0, progressive_passes 0, progressive_receptions 0. Usage: matches_played 1, starts 0, minutes_played 12, full_match_equivalents 0.1. Discipline: yellow_cards 0, red_cards 0."
Anthony Elanga,Anthony Elanga,1,Anthony Elanga,Anthony Elanga | Morgan Gibbs-White | Murillo | Álex Moreno | Jota Silva,"Anthony Elanga is a SWE football player who plays for Nott'ham Forest as a forward, midfielder (FW,MF). Age: 22 Born: 2002. Attacking output: goals 6, assists 11, expected_goals 4.5, expected_assists 5.7, non_penalty_expected_goals 4.5, expected_goal_involvements 0.36. Progression: progressive_carries 102, progressive_passes 63, progressive_receptions 229. Usage: matches_played 38, starts 31, minutes_played 2501, full_match_equivalents 27.8. Discipline: yellow_cards 1, red_cards 0."
Harvey Elliott,Harvey Elliott,1,Harvey Elliott,Harvey Elliott | Ross Barkley | Strahinja Pavlović | D'Margio Wright-Phillips | Stephy Mavididi,"Harvey Elliott is a ENG football player who plays for Liverpool as a midfielder (MF). Age: 21 Born: 2003. Attacking output: goals 1, assists 2, expected_goals 1.8, expected_assists 1.1, non_penalty_expected_goals 1.8, expected_goal_involvements 0.69. Progression: progressive_carries 10, progressive_passes 44, progressive_receptions 30. Usage: matches_played 18, starts 2, minutes_played 371, full_match_equivalents 4.1. Discipline: yellow_cards 1, red_cards 0."
Yunus Emre Konak,Yunus Emre Konak,1,Yunus Emre Konak,Yunus Emre Konak | Ryan Francisco | Vasilije Adžić | Federico Cassa | Ismael Konate,"Yunus Emre Konak is a TUR football player who plays for Brentford as a forward, midfielder (FW,MF). Age: 18 Born: 2006. Attacking output: goals 0, assists 0, expected_goals 0.2, expected_assists 0.0, non_penalty_expected_goals 0.2, expected_goal_involvements 0.33. Progression: progressive_carries 1, progressive_passes 2, progressive_receptions 2. Usage: matches_played 10, starts 0, minutes_played 42, full_match_equivalents 0.5. Discipline: yellow_cards 0, red_cards 0."
Julio Enciso,Julio Enciso,1,Julio Enciso,Julio Enciso | Christian | Julio Enciso | Nathan Broadhead | Lucas Lima,"Julio Enciso is a PAR football player who plays for Ipswich Town as a midfielder, forward (MF,FW). Age: 20 Born: 2004. Attacking output: goals 2, assists 3, expected_goals 1.7, expected_assists 1.4, non_penalty_expected_goals 1.7, expected_goal_involvements 0.32. Progression: progressive_carries 23, progressive_passes 28, progressive_receptions 44. Usage: matches_played 13, starts 12, minutes_played 869, full_match_equivalents 9.7. Discipline: yellow_cards 3, red_cards 0."
Julio Enciso,Julio Enciso,1,Julio Enciso,Julio Enciso | Julio Enciso | Ramón Sosa | Miguel Monsalve | Victor Udoh,"Julio Enciso is a PAR football player who plays for Brighton as a midfielder, forward (MF,FW). Age: 20 Born: 2004. Attacking output: goals 0, assists 0, expected_goals 1.0, expected_assists 0.2, non_penalty_expected_goals 1.0, expected_goal_involvements 0.38. Progression: progressive_carries 11, progressive_passes 14, progressive_receptions 17. Usage: matches_played 12, starts 2, minutes_played 294, full_match_equivalents 3.3. Discipline: yellow_cards 0, red_cards 0."
Wataru Endo,Wataru Endo,1,Wataru Endo,Wataru Endo | Yoel Lago | Anrie Chase | Amine Oudrhiri | Julio Cascante,"Wataru Endo is a JPN football player who plays for Liverpool as a midfielder, defender (MF,DF). Age: 31 Born: 1993. Attacking output: goals 0, assists 0, expected_goals 0.0, expected_assists 0.1, non_penalty_expected_goals 0.0, expected_goal_involvements 0.02. Progression: progressive_carries 1, progressive_passes 19, progressive_receptions 8. Usage: matches_played 20, starts 1, minutes_played 273, full_match_equivalents 3.0. Discipline: yellow_cards 0, red_cards 0."
Christian Eriksen,Christian Eriksen,1,Christian Eriksen,Christian Eriksen | Rassoul Ndiaye | Rasmus Højlund | Mason Mount | Mathías De Ritis,"Christian Eriksen is a DEN football player who plays for Manchester Utd as a midfielder (MF). Age: 32 Born: 1992. Attacking output: goals 1, assists 2, expected_goals 1.4, expected_assists 3.2, non_penalty_expected_goals 0.6, expected_goal_involvements 0.39. Progression: progressive_carries 13, progressive_passes 55, progressive_receptions 29. Usage: matches_played 23, starts 11, minutes_played 1061, full_match_equivalents 11.8. Discipline: yellow_cards 4, red_cards 0."
Romain Esse,Romain Esse,1,Romain Esse,Romain Esse | Nathaniel Clyne | Cheick Doucouré | Adam Wharton | Odsonne Édouard,"Romain Esse is a ENG football player who plays for Crystal Palace as a midfielder (MF). Age: 19 Born: 2005. Attacking output: goals 1, assists 1, expected_goals 0.3, expected_assists 0.4, non_penalty_expected_goals 0.3, expected_goal_involvements 0.48. Progression: progressive_carries 1, progressive_passes 7, progressive_receptions 14. Usage: matches_played 7, starts 1, minutes_played 138, full_match_equivalents 1.5. Discipline: yellow_cards 0, red_cards 0."
Pervis Estupiñán,Pervis Estupiñán,1,Pervis Estupiñán,Pervis Estupiñán | Brajan Gruda | Pep Chavarría | Robert Arboleda | Philipp Sander,"Pervis Estupiñán is a ECU football player who plays for Brighton as a defender (DF). Age: 26 Born: 1998. Attacking output: goals 1, assists 1, expected_goals 1.2, expected_assists 2.1, non_penalty_expected_goals 1.2, expected_goal_involvements 0.12. Progression: progressive_carries 59, progressive_passes 132, progressive_receptions 112. Usage: matches_played 30, starts 26, minutes_played 2402, full_match_equivalents 26.7. Discipline: yellow_cards 5, red_cards 0."
Evanilson,Evanilson,1,Evanilson,Evanilson | Adriano | Thierno Barry | Evanilson | Pedro Raul,"Evanilson is a BRA football player who plays for Bournemouth as a forward (FW). Age: 24 Born: 1999. Attacking output: goals 10, assists 1, expected_goals 12.5, expected_assists 1.9, non_penalty_expected_goals 11.7, expected_goal_involvements 0.56. Progression: progressive_carries 29, progressive_passes 28, progressive_receptions 99. Usage: matches_played 31, starts 28, minutes_played 2319, full_match_equivalents 25.8. Discipline: yellow_cards 1, red_cards 1."
Jake Evans,Jake Evans,1,Jake Evans,Jake Evans | Will Alves | Odsonne Édouard | Michael Golding | Olabade Aluko,"Jake Evans is a ENG football player who plays for Leicester City as a forward (FW). Age: 17 Born: 2008. Attacking output: goals 0, assists 0, expected_goals 0.0, expected_assists 0.0, non_penalty_expected_goals 0.0, expected_goal_involvements 0.0. Progression: progressive_carries 0, progressive_passes 0, progressive_receptions 1. Usage: matches_played 4, starts 0, minutes_played 24, full_match_equivalents 0.3. Discipline: yellow_cards 0, red_cards 0."
Jonny Evans,Jonny Evans,1,Jonny Evans,Jonny Evans | Jules Van Cleemput | Damián Pérez | Omar Gonzalez | Tomás Ribeiro,"Jonny Evans is a NIR football player who plays for Manchester Utd as a defender (DF). Age: 36 Born: 1988. Attacking output: goals 0, assists 0, expected_goals 0.1, expected_assists 0.0, non_penalty_expected_goals 0.1, expected_goal_involvements 0.04. Progression: progressive_carries 3, progressive_passes 10, progressive_receptions 3. Usage: matches_played 7, starts 3, minutes_played 315, full_match_equivalents 3.5. Discipline: yellow_cards 1, red_cards 0."
Eberechi Eze,Eberechi Eze,1,Eberechi Eze,Eberechi Eze | Charlie Cresswell | Ismaila Sarr | Ben Chilwell | Jefferson Lerma,"Eberechi Eze is a ENG football player who plays for Crystal Palace as a midfielder, forward (MF,FW). Age: 26 Born: 1998. Attacking output: goals 8, assists 8, expected_goals 10.5, expected_assists 6.2, non_penalty_expected_goals 8.9, expected_goal_involvements 0.58. Progression: progressive_carries 69, progressive_passes 97, progressive_receptions 153. Usage: matches_played 34, starts 31, minutes_played 2588, full_match_equivalents 28.8. Discipline: yellow_cards 1, red_cards 0."
Łukasz Fabiański,Łukasz Fabiański,1,Łukasz Fabiański,Łukasz Fabiański | Łukasz Skorupski | Alphonse Areola | Steve Mandanda | Guillermo Ochoa,"Łukasz Fabiański is a POL football player who plays for West Ham as a goalkeeper (GK). Age: 39 Born: 1985. Attacking output: goals 0, assists 0, expected_goals 0.0, expected_assists 0.0, non_penalty_expected_goals 0.0, expected_goal_involvements 0.0. Progression: progressive_carries 0, progressive_passes 0, progressive_receptions 0. Usage: matches_played 14, starts 13, minutes_played 1160, full_match_equivalents 12.9. Discipline: yellow_cards 2, red_cards 0."
Wout Faes,Wout Faes,1,Wout Faes,Wout Faes | James Justin | Hamza Choudhury | Sergio Akieme | Caleb Okoli,"Wout Faes is a BEL football player who plays for Leicester City as a defender (DF). Age: 26 Born: 1998. Attacking output: goals 1, assists 0, expected_goals 1.5, expected_assists 0.1, non_penalty_expected_goals 1.5, expected_goal_involvements 0.05. Progression: progressive_carries 12, progressive_passes 86, progressive_receptions 1. Usage: matches_played 34, starts 30, minutes_played 2815, full_match_equivalents 31.3. Discipline: yellow_cards 4, red_cards 0."
Abdul Fatawu Issahaku,Abdul Fatawu Issahaku,1,Abdul Fatawu Issahaku,Abdul Fatawu Issahaku | Shiō Fukuda | Mohammed Sofo | Bilal El Khannouss | Alexis Segovia,"Abdul Fatawu Issahaku is a GHA football player who plays for Leicester City as a forward (FW). Age: 20 Born: 2004. Attacking output: goals 0, assists 2, expected_goals 0.4, expected_assists 1.6, non_penalty_expected_goals 0.4, expected_goal_involvements 0.31. Progression: progressive_carries 42, progressive_passes 17, progressive_receptions 60. Usage: matches_played 11, starts 6, minutes_played 579, full_match_equivalents 6.4. Discipline: yellow_cards 0, red_cards 0."
João Félix,João Félix,1,João Félix,João Félix | João Félix | Maren Haile-Selassie | Iván Angulo | Jadon Sancho,"João Félix is a POR football player who plays for Chelsea as a forward, midfielder (FW,MF). Age: 24 Born: 1999. Attacking output: goals 1, assists 1, expected_goals 2.2, expected_assists 1.0, non_penalty_expected_goals 2.2, expected_goal_involvements 0.78. Progression: progressive_carries 21, progressive_passes 26, progressive_receptions 30. Usage: matches_played 12, starts 3, minutes_played 369, full_match_equivalents 4.1. Discipline: yellow_cards 2, red_cards 0."
Evan Ferguson,Evan Ferguson,1,Evan Ferguson,Evan Ferguson | Evan Ferguson | Crysencio Summerville | Yaya Kader Fofana | Luis Guilherme,"Evan Ferguson is a IRL football player who plays for West Ham as a forward (FW). Age: 19 Born: 2004. Attacking output: goals 0, assists 0, expected_goals 0.6, expected_assists 0.3, non_penalty_expected_goals 0.6, expected_goal_involvements 0.5. Progression: progressive_carries 1, progressive_passes 1, progressive_receptions 7. Usage: matches_played 8, starts 1, minutes_played 156, full_match_equivalents 1.7. Discipline: yellow_cards 0, red_cards 0."
Evan Ferguson,Evan Ferguson,1,Evan Ferguson,Evan Ferguson | Evan Ferguson | Héctor | Randall Leal | Kacper Urbanski,"Evan Ferguson is a IRL football player who plays for Brighton as a forward (FW). Age: 19 Born: 2004. Attacking output: goals 1, assists 0, expected_goals 0.5, expected_assists 0.4, non_penalty_expected_goals 0.5, expected_goal_involvements 0.35. Progression: progressive_carries 2, progressive_passes 1, progressive_receptions 9. Usage: matches_played 13, starts 2, minutes_played 246, full_match_equivalents 2.7. Discipline: yellow_cards 0, red_cards 0."
Bruno Fernandes,Bruno Fernandes,1,Bruno Fernandes,Bruno Fernandes | Jude Bellingham | Mason Mount | Iñaki Williams | Mateus Fernandes,"Bruno Fernandes is a POR football player who plays for Manchester Utd as a midfielder (MF). Age: 29 Born: 1994. Attacking output: goals 8, assists 10, expected_goals 9.9, expected_assists 8.5, non_penalty_expected_goals 7.6, expected_goal_involvements 0.55. Progression: progressive_carries 77, progressive_passes 325, progressive_receptions 129. Usage: matches_played 36, starts 35, minutes_played 3018, full_match_equivalents 33.5. Discipline: yellow_cards 5, red_cards 2."
Mateus Fernandes,Mateus Fernandes,1,Mateus Fernandes,Mateus Fernandes | Mateus Fernandes | João Neves | Mohamed Ali Cho | Samu,"Mateus Fernandes is a POR football player who plays for Southampton as a midfielder (MF). Age: 20 Born: 2004. Attacking output: goals 2, assists 4, expected_goals 4.0, expected_assists 3.0, non_penalty_expected_goals 4.0, expected_goal_involvements 0.22. Progression: progressive_carries 76, progressive_passes 145, progressive_receptions 108. Usage: matches_played 36, starts 34, minutes_played 2909, full_match_equivalents 32.3. Discipline: yellow_cards 8, red_cards 0."
Enzo Fernández,Enzo Fernández,1,Enzo Fernández,Enzo Fernández | Enzo Barrenechea | Enrico Del Prato | Pedro Neto | Aurélien Scheidler,"Enzo Fernández is a ARG football player who plays for Chelsea as a midfielder (MF). Age: 23 Born: 2001. Attacking output: goals 6, assists 7, expected_goals 6.1, expected_assists 6.8, non_penalty_expected_goals 6.1, expected_goal_involvements 0.39. Progression: progressive_carries 60, progressive_passes 212, progressive_receptions 126. Usage: matches_played 36, starts 32, minutes_played 2947, full_match_equivalents 32.7. Discipline: yellow_cards 8, red_cards 0."
Mark Flekken,Mark Flekken,1,Mark Flekken,Mark Flekken | Sergio Herrera | Emiliano Martínez | Zion Suzuki | José Sá,"Mark Flekken is a NED football player who plays for Brentford as a goalkeeper (GK). Age: 31 Born: 1993. Attacking output: goals 0, assists 2, expected_goals 0.0, expected_assists 0.5, non_penalty_expected_goals 0.0, expected_goal_involvements 0.01. Progression: progressive_carries 0, progressive_passes 0, progressive_receptions 0. Usage: matches_played 37, starts 37, minutes_played 3275, full_match_equivalents 36.4. Discipline: yellow_cards 1, red_cards 0."
Phil Foden,Phil Foden,1,Phil Foden,Phil Foden | Zeki Amdouni | Williot Swedberg | Jack Grealish | James Mcatee,"Phil Foden is a ENG football player who plays for Manchester City as a midfielder, forward (MF,FW). Age: 24 Born: 2000. Attacking output: goals 7, assists 2, expected_goals 5.2, expected_assists 4.8, non_penalty_expected_goals 5.2, expected_goal_involvements 0.5. Progression: progressive_carries 50, progressive_passes 103, progressive_receptions 128. Usage: matches_played 28, starts 20, minutes_played 1777, full_match_equivalents 19.7. Discipline: yellow_cards 2, red_cards 0."
Wesley Fofana,Wesley Fofana,1,Wesley Fofana,Wesley Fofana | Tariq Lamptey | Santi Ramos Mingo | Arthur Vermeeren | Luke Thomas,"Wesley Fofana is a FRA football player who plays for Chelsea as a defender (DF). Age: 23 Born: 2000. Attacking output: goals 0, assists 0, expected_goals 0.4, expected_assists 0.4, non_penalty_expected_goals 0.4, expected_goal_involvements 0.07. Progression: progressive_carries 19, progressive_passes 32, progressive_receptions 4. Usage: matches_played 14, starts 14, minutes_played 1172, full_match_equivalents 13.0. Discipline: yellow_cards 7, red_cards 0."
