Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls.1,Ast.1,G+A.1,G-PK.1,G+A-PK,xG.1,xAG.1,xG+xAG,npxG.1,npxG+xAG.1
290,Justin Kluivert,NED,MF,Bournemouth,25,1999,34,29,2340,26.0,12,6,18,6,6,6,8,0,10.3,5.6,4.8,10.5,81,105,173,0.46,0.23,0.69,0.23,0.46,0.4,0.19,0.58,0.22,0.4
291,Ibrahima Konaté,FRA,DF,Liverpool,25,1999,31,30,2560,28.4,1,2,3,1,0,0,5,0,1.7,1.7,1.0,2.7,25,115,3,0.04,0.07,0.11,0.04,0.11,0.06,0.03,0.1,0.06,0.1
292,Ezri Konsa,ENG,DF,Aston Villa,26,1997,34,33,2936,32.6,2,0,2,2,0,0,1,0,1.3,1.3,0.4,1.7,24,90,11,0.06,0.0,0.06,0.06,0.06,0.04,0.01,0.05,0.04,0.05
293,Mateo Kovačić,CRO,MF,Manchester City,30,1994,31,25,2198,24.4,6,2,8,6,0,0,5,1,1.9,1.9,3.6,5.5,56,164,16,0.25,0.08,0.33,0.25,0.33,0.08,0.15,0.23,0.08,0.23
294,Caleb Kporha,ENG,DF,Crystal Palace,18,2006,2,0,13,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
295,Emil Krafth,SWE,DF,Newcastle Utd,29,1994,12,2,342,3.8,0,0,0,0,0,0,2,0,0.0,0.0,0.1,0.1,5,8,3,0.0,0.0,0.0,0.0,0.0,0.01,0.02,0.03,0.01,0.03
296,Mohammed Kudus,GHA,"FW,MF",West Ham,23,2000,32,31,2590,28.8,5,3,8,5,0,0,2,1,6.9,6.9,3.1,10.0,98,79,216,0.17,0.1,0.28,0.17,0.28,0.24,0.11,0.35,0.24,0.35
297,Dejan Kulusevski,SWE,"MF,FW",Tottenham,24,2000,32,27,2389,26.5,7,4,11,7,0,0,3,0,4.2,4.2,6.2,10.4,120,124,210,0.26,0.15,0.41,0.26,0.41,0.16,0.23,0.39,0.16,0.39
298,Maxence Lacroix,FRA,DF,Crystal Palace,24,2000,35,35,3116,34.6,1,1,2,1,0,0,5,0,3.4,3.4,1.0,4.4,8,65,7,0.03,0.03,0.06,0.03,0.06,0.1,0.03,0.13,0.1,0.13
299,Adam Lallana,ENG,MF,Southampton,36,1988,14,5,361,4.0,0,2,2,0,0,0,4,0,0.2,0.2,0.9,1.1,6,24,10,0.0,0.5,0.5,0.0,0.5,0.04,0.23,0.27,0.04,0.27
300,Tariq Lamptey,GHA,DF,Brighton,23,2000,15,10,860,9.6,2,2,4,2,0,0,0,0,0.4,0.4,0.8,1.2,32,14,45,0.21,0.21,0.42,0.21,0.42,0.04,0.08,0.12,0.04,0.12
301,Will Lankshear,ENG,"FW,MF",Tottenham,19,2005,3,0,11,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
302,Roméo Lavia,BEL,MF,Chelsea,20,2004,16,11,797,8.9,0,1,1,0,0,0,4,0,0.3,0.3,0.7,1.0,3,31,7,0.0,0.11,0.11,0.0,0.11,0.03,0.08,0.11,0.03,0.11
303,Mario Lemina,GAB,"MF,DF",Wolves,30,1993,17,15,1364,15.2,1,3,4,1,0,0,4,0,1.4,1.4,1.1,2.5,8,48,21,0.07,0.2,0.26,0.07,0.26,0.09,0.07,0.17,0.09,0.17
304,Bernd Leno,GER,GK,Fulham,32,1992,38,38,3420,38.0,0,1,1,0,0,0,5,0,0.0,0.0,0.1,0.1,0,0,0,0.0,0.03,0.03,0.0,0.03,0.0,0.0,0.0,0.0,0.0
305,Jefferson Lerma,COL,"MF,DF",Crystal Palace,29,1994,33,26,2274,25.3,0,1,1,0,0,0,9,0,1.1,1.1,1.6,2.7,13,97,26,0.0,0.04,0.04,0.0,0.04,0.04,0.06,0.11,0.04,0.11
306,Rico Lewis,ENG,"DF,MF",Manchester City,19,2004,28,21,1893,21.0,1,2,3,1,0,0,5,1,1.4,1.4,0.3,1.7,39,107,78,0.05,0.1,0.14,0.05,0.14,0.07,0.02,0.08,0.07,0.08
307,Keane Lewis-Potter,ENG,"DF,FW",Brentford,23,2001,38,36,3093,34.4,1,3,4,1,0,0,7,0,3.1,3.1,3.2,6.3,98,98,156,0.03,0.09,0.12,0.03,0.12,0.09,0.09,0.18,0.09,0.18
